0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
22,Ragoleto / Dirillo,ENI,"326,00","17.160.198,00","308,63","3.900.081,00","399.793,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
23,Rosamarina,DAR,"164,00","73.034.250,00","137,78","10.486.740,00","1.588.415,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
24,Rubino,DAR,"178,40","4 .815.083,00","173,06","1.025.423,00","511.276,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
25,San Giovanni,DAR,"305,55","15.900.000,00","297,65","5.004.350,00","1.142.650,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
26,Santa Rosalia,DAR,"378,50","21.080.000,00","363,91","7.334.357,00","2.353.801,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
27,Scanzano,DAR,"517,00","7 .312.775,00","511,56","3.355.469,00","2.334.027,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
28,Sciaguana,DAR,"255,50","7 .129.806,00","252,03","4.365.049,00","3.365.888,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
29,Trinità,DAR,"62,00","3 .763.827,00","61,40","2.818.497,00","2.151.406,00",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
30,Zaffarana,DAR,"82,60","366.039,00","79,75","15.478,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
,,,Totale,"701.612.501,00",,"194.873.245,72","72.612.032,72",,,_Situazione_volumi_invasati_AdB_Sicilia_30_Dic_2024.pdf,0,,,
Invaso,,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.s
m[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
,,,,,04/11/2024,,,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
1,Ancipa,ENEL,,"30.410.000,00","903,15","696.269,06",,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
2,Arancio,DAR,"176,50","21.912.095,00","166,22","3.181.546,00","1.048.707,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
3,Castello,DAR,"292,65","19.493.500,00","276,69","4.354.400,00","759.933,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
4,Cimia,DAR,"135,00","3 .060.000,00","130,77","1.018.000,00",298.000,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
5,Comunelli,DAR,"84,00",0,"86,27",164.896,164.896,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
6,Disueri,DAR,"150,00","246.331,00","150,02",254.689,154.689,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
7,Don Sturzo / Ogliastro,CB orientale,"210,00","100.000.000,00","192,27","22.878.200,00",378.200,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
8,Fanaco,Siciliacque,,"20.700.000,00","649,00",0,,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
9,Furore,DAR,"180,00","2 .130.221,00","173,02","637.794,00","178.227,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
10,Gammauta,ENEL,,"2 .000.000,00","496,72","129.886,29","129.886,29",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
11,Garcia / M. Francese,CB occidentale,"190,00","61.000.000,00","174,04","11.560.000,00","5.560.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
12,Gorgo,DAR,"66,50","1 .308.000,00","63,88","412.500,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
13,Lentini,DAR,"28,00","100.000.000,00","23,10","55.290.000,00","13.896.000,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
14,Nicoletti,DAR,"381,00","11.557.067,00","370,04","2.278.038,00","1.233.038,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
15,Olivo,DAR,"439,00","4 .900.118,00","433,93","2.114.175,00","902.897,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
16,Paceco,DAR,"41,00","5 .633.191,00","36,90","2.031.517,00","356.570,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
17,Piana degli Albanesi,ENEL,,"25.000.000,00","599,50","5.811.962,69","3.811.962,69",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
18,Piano del Leone,Siciliacque,,"4 .150.000,00",-,0,0,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
19,Poma,DAR,"195,60","72.300.000,00","178,38","18.147.500,00","9.147.500,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
20,Pozzillo,ENEL,"356,50","56.000.000,00","345,03","4.549.315,60",1.049.316,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
21,Prizzi,ENEL,,"9 .250.000,00","627,50","1.798.779,04","298.779,04",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
22,Ragoleto / Dirillo,ENI,"326,00","17.160.198,00","303,83","3.996.183,00","495.895,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
23,Rosamarina,DAR,"164,00","73.034.250,00","139,13","12.226.040,00","3.057.715,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
24,Rubino,DAR,"178,40","4 .815.083,00","172,51","772.281,00",118.134,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
25,San Giovanni,DAR,"305,55","15.900.000,00","297,39","4.765.930,00","904.230,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
26,Santa Rosalia,DAR,"378,50","21.080.000,00","364,94","8.026.628,00","2.101.072,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
27,Scanzano,DAR,"517,00","7 .312.775,00","511,70","3.436.489,00","2.344.747,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
28,Sciaguana,DAR,"255,50","7 .129.806,00","252,06","4.386.437,00","3.190.588,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
29,Trinità,DAR,"62,00","3 .763.827,00","59,95","1.462.307,00","633.876,00",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
30,Zaffarana,DAR,"82,60","366.039,00","79,54","9.688,00",0,,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
,,,Totale,"701.612.501,00",,"176.391.450,68","52.214.857,62",,,_Situazione_volumi_invasati_AdB_Sicilia_04_Nov_2024.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
,,,,08/07/2024,,,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","923,03","4.932.492,00","2.932.492,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","173,04","13.623.660,00","10.440.821,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","281,00","7.174.000,00","2.861.697,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Cimia,DAR,"135,00","3 .060.000,00","130,15","777.000,00",0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Comunelli,DAR,"84,00",0,"85,85",0,0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","149,65","112.501,00",0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","313,68","6.755.747,00","3.255.459,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","191,93","21.968.000,00",0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","650,73","358.000,00","3 58.000,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Furore,DAR,"180,00","2 .130.221,00","174,04","800.267,00","218.370,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Gammauta,ENEL,,"2 .000.000,00","495,19","29.919,00","29.919,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","178,40","21.040.000,00","15.040.000,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Gorgo,DAR,"66,50","1 .308.000,00","65,04","763.600,00","2 71.100,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,04","72.480.000,00","24.470.000,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Nicoletti,DAR,"381,00","11.557.067,00","368,48","1.467.809,00","1 61.809,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Olivo,DAR,"439,00","4 .900.118,00","433,39","1.898.450,00","2 72.172,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Paceco,DAR,"41,00","5 .633.191,00","38,48","3.158.324,00","1.233.377,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","601,92","9.336.599,00","7.336.599,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4 .150.000,00",-,0,0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","184,12","31.802.500,00","23.802.500,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","344,60","4.149.941,00",649.941,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Prizzi,ENEL,,"9 .250.000,00","929,43","2.553.724,00","1.053.724,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","142,56","17.196.118,00","6.496.413,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Rubino,DAR,"178,40","4 .815.083,00","173,64","1.313.871,00","49.724,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","299,73","7.072.210,00","3.130.510,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","21.080.000,00","369,02","11.085.432,00","5.159.876,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Scanzano,DAR,"517,00","7 .312.775,00","512,32","3.808.767,00","2.165.025,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Sciaguana,DAR,"255,50","7 .129.806,00","251,17","3.767.803,00","2.153.992,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Trinità,DAR,"62,00","3 .763.827,00","61,59","3.315.312,00","1.752.500,00",,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Zaffarana,DAR,"82,60","366.039,00","79,79","16.659,00",0,,,,0_Situazione_volumi_invasati_AdB_Sicilia_08_Lug_2024.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
,,,,03/06/2024,,,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","926,65","6.686.756,00","4.686.756,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","174,44","16.704.055,00","13.500.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","283,27","9.061.600,00","4.321.917,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Cimia,DAR,"135,00","3 .060.000,00","130,35","853.000,00",0,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Comunelli,DAR,"84,00",0,"85,85",0,0,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","149,88","197.698,00","10.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","315,69","8.140.792,00","4.640.504,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","192,13","22.493.200,00",0,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","652,54","822.000,00","8 22.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Furore,DAR,"180,00","3 .919.800,00","174,42","2.216.460,00","216.460,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Gammauta,ENEL,,"2 .000.000,00","495,91","67.498,00","67.498,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","179,51","24.130.000,00","18.130.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Gorgo,DAR,"66,50","1 .308.000,00","65,27","846.400,00","3 60.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,32","75.180.000,00","43.870.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Nicoletti,DAR,"381,00","14.100.000,00","368,79","1.619.600,00","2 80.053,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Olivo,DAR,"439,00","7 .010.000,00","434,26","2.254.510,00","2 32.644,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Paceco,DAR,"41,00","5 .633.191,00","39,14","3.718.740,00","1.700.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","602,70","10.700.242,00","8.700.242,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4 .150.000,00","820,50","1.187.500,00",0,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","185,54","35.735.000,00","22.803.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","345,12","5.306.625,00",1.806.625,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Prizzi,ENEL,,"9 .250.000,00","630,35","2.970.390,00","1.470.390,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","143,53","18.779.900,00","7.779.900,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Rubino,DAR,"178,40","4 .815.083,00","175,97","2.741.085,00","1.580.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","300,92","8.423.120,00","4.600.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","20.000.000,00","370,33","11.561.380,00","6.239.415,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Scanzano,DAR,"517,00","8 .343.000,00","512,64","4.938.280,00","1.938.280,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Sciaguana,DAR,"255,50","6 .778.928,00","251,39","3.979.682,00","2.000.000,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Trinità,DAR,"62,00","3 .764.000,00","61,96","3.718.880,00","1.918.880,00",,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Zaffarana,DAR,"82,60","900.000,00","80,03","24.285,00",0,,,,4_Situazione_volumi_invasati_AdB_Sicilia_03_Giu_2024.pdf,0,,,
Invaso,"erotseG
etnE","].m.l.s
m[
atazzirotua
atouQ","]cm[
otazzirotua
emuloV","].m.l.sm[
atouQ","]cm[
emuloV","]cm[
irotazzilitu
rep
otten
elitu
emuloV",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
,,,,10/06/2024,,,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Ancipa,ENEL,,"30.410.000,00","925,95","6.318.334,00","4.318.334,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Arancio,DAR,"176,50","21.912.095,00","174,35","16.496.335,00","12.913.496,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Castello,DAR,"292,65","19.493.500,00","283,16","8.966.400,00","4.226.717,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Cimia,DAR,"135,00","3 .060.000,00","130,32","841.600,00",0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Comunelli,DAR,"84,00",0,"85,85",0,0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Disueri,DAR,"150,00","246.331,00","149,88","197.698,00",0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Dirillo/Ragoleto,ENI,"326,00","17.160.198,00","315,30","7.862.001,00","4.361.713,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Don Sturzo/Ogliastro,CB orientale,"210,00","100.000.000,00","192,13","22.493.200,00",0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Fanaco,Siciliacque,,"20.700.000,00","652,20","731.420,00","7 31.420,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Furore,DAR,"180,00","2 .130.221,00","174,96","958.666,00","355.313,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Gammauta,ENEL,,"2 .000.000,00","496,32","95.363,00","95.363,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Garcia,CB occidentale,"190,00","61.000.000,00","179,35","23.650.000,00","17.650.000,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Gorgo,DAR,"66,50","1 .308.000,00","65,22","828.400,00","3 35.900,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Lentini,DAR,"28,00","100.000.000,00","25,28","74.800.000,00","25.790.000,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Nicoletti,DAR,"381,00","11.557.067,00","368,76","1.604.719,00","2 79.719,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Olivo,DAR,"439,00","4 .900.118,00","434,19","2.224.173,00","2 77.895,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Paceco,DAR,"41,00","5 .633.191,00","39,03","3.621.946,00","1.646.999,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Piana,ENEL,,"25.000.000,00","602,63","10.573.246,00","8.573.246,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Piano del Leone,Siciliacque,,"4 .150.000,00","820,26","1.133.500,00",0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Poma,DAR,"195,60","72.300.000,00","185,33","35.157.500,00","23.657.500,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Pozzillo,ENEL,"356,50","56.000.000,00","345,05","5.072.096,00",1.572.096,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Prizzi,ENEL,,"9 .250.000,00","630,25","2.923.347,00","1.423.347,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Rosamarina,DAR,"164,00","73.034.250,00","143,35","18.455.170,00","7.455.465,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Rubino,DAR,"178,40","4 .815.083,00","175,88","2.675.657,00","1.411.510,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
San Giovanni,DAR,"305,55","15.900.000,00","300,60","8.050.000,00","4.108.300,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Santa Rosalia,DAR,"378,50","21.080.000,00","370,04","11.953.150,00","6.027.594,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Scanzano,DAR,"517,00","7 .312.775,00","512,56","3.958.430,00","1.837.688,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Sciaguana,DAR,"255,50","7 .129.806,00","251,35","3.890.381,00","2.139.721,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Trinità,DAR,"62,00","3 .763.827,00","61,92","3.674.201,00","1.850.138,00",,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Zaffarana,DAR,"82,60","366.039,00","80,00","23.287,00",0,,,,3_Situazione_volumi_invasati_AdB_Sicilia_10_Giu_2024.pdf,0,,,
Invaso,,"e
r
o
t
s
e
G
e
t
n
E","]
.
m
.
l.
s
m
[
a
t
a
z
z
ir
o
t
u
a
a
t
o
u
Q","]
c
m
[
o
t
a
z
z
ir
o
t
u
a
e
m
u
lo
V","]
.
m
.
l.
s
m
[
a
t
o
u
Q","]
c
m
[
e
m
u
lo
V","]
c
m
[
ir
o
t
a
z
z
ilit
u
r
e
p
o
t
t
e
n
e
lit
u
e
m
u
lo
V",,,16set_2024.pdf,0,,,
,,,,,9/16/2024,,,,,16set_2024.pdf,0,,,
1,Ancipa,ENEL,,"30,410,000.00",911.84,"1,811,887.18",,,,16set_2024.pdf,0,,,
2,Arancio,DAR,176.50,"21,912,095.00",168.35,"5,718,638.00","3,235,799.00",,,16set_2024.pdf,0,,,
3,Castello,DAR,292.65,"19,493,500.00",277.16,"4,617,600.00","850,554.00",,,16set_2024.pdf,0,,,
4,Cimia,DAR,135.00,"3 ,060,000.00",129.70,"618,000.00",0,,,16set_2024.pdf,0,,,
5,Comunelli,DAR,84.00,0,85.85,0,0,,,16set_2024.pdf,0,,,
6,Disueri,DAR,150.00,"246,331.00",149.94,"221,695",0,,,16set_2024.pdf,0,,,
7,Don Sturzo / Ogliastro,CB orientale,210.00,"100,000,000.00",191.59,"21,150,000.00",0,,,16set_2024.pdf,0,,,
8,Fanaco,Siciliacque,,"20,700,000.00",649.00,0,,,,16set_2024.pdf,0,,,
9,Furore,DAR,180.00,"2 ,130,221.00",172.80,"604,626.00","103,584.00",,,16set_2024.pdf,0,,,
10,Gammauta,ENEL,,"2 ,000,000.00",496.80,"137,838.34","137,838.34",,,16set_2024.pdf,0,,,
11,Garcia / M. Francese,CB occidentale,190.00,"61,000,000.00",175.33,"13,759,000.00","7,759,000.00",,,16set_2024.pdf,0,,,
12,Gorgo,DAR,66.50,"1 ,308,000.00",63.96,"432,500.00",0,,,16set_2024.pdf,0,,,
13,Lentini,DAR,28.00,"100,000,000.00",23.78,"61,274,000.00","17,691,000.00",,,16set_2024.pdf,0,,,
14,Nicoletti,DAR,381.00,"11,557,067.00",369.39,"1,926,078.00","821,078.00",,,16set_2024.pdf,0,,,
15,Olivo,DAR,439.00,"4 ,900,118.00",432.01,"1,424,501.00","108,223.00",,,16set_2024.pdf,0,,,
16,Paceco,DAR,41.00,"5 ,633,191.00",37.04,"2,115,046.00","340,099.00",,,16set_2024.pdf,0,,,
17,Piana degli Albanesi,ENEL,,"25,000,000.00",600.42,"7,027,542.89","5,027,542.89",,,16set_2024.pdf,0,,,
18,Piano del Leone,Siciliacque,,"4 ,150,000.00",-,0,0,,,16set_2024.pdf,0,,,
19,Poma,DAR,195.60,"72,300,000.00",180.32,"21,800,000.00","13,124,425.00",,,16set_2024.pdf,0,,,
20,Pozzillo,ENEL,356.50,"56,000,000.00",344.46,"3,382,802.76",0,,,16set_2024.pdf,0,,,
21,Prizzi,ENEL,,"9 ,250,000.00",627.79,"1,903,000.32","403,000.32",,,16set_2024.pdf,0,,,
22,Ragoleto / Dirillo,ENI,326.00,"17,160,198.00",310.29,"4,742,360.00","1,242,072.00",,,16set_2024.pdf,0,,,
23,Rosamarina,DAR,164.00,"73,034,250.00",140.51,"14,133,718.00","4,791,058.00",,,16set_2024.pdf,0,,,
24,Rubino,DAR,178.40,"4 ,815,083.00",172.66,"839,433.00",0,,,16set_2024.pdf,0,,,
